date,forward,nabil,market
2/3/2022,-0.290531059,0.680241864,-0.504612064
2/6/2022,-2.081268583,-1.148156326,-1.410276911
2/7/2022,-0.222672065,-0.915791825,0.553916021
2/8/2022,-0.365185636,0.766456267,-0.5715528
2/9/2022,-1.445734066,-1.208053691,-0.779734657
2/10/2022,-1.363636364,-0.543478261,-0.423320668
2/13/2022,-3.204859656,-1.4571949,-3.593355131
2/14/2022,-0.519368102,-0.970425139,0.003332235
2/15/2022,1.696758756,0.377974802,1.973357818
2/16/2022,1.604278075,0.70661522,-0.720333445
2/17/2022,-0.149473684,-0.106171814,-0.070581179
2/20/2022,-2.232811149,-2.033271719,-1.442263706
2/21/2022,0.752641794,0.754716981,0.943522335
2/22/2022,0.697788908,0.608614232,0.640792199
2/23/2022,-0.520777979,0.046533271,-0.566534963
2/24/2022,-2.032051282,-1.627906977,-2.1684072
2/27/2022,-0.957490894,-1.134751773,-0.290820007
2/28/2022,-0.682669016,0.239120038,-1.624901082
3/2/2022,-1.729490022,-2.290076336,-2.433941883
3/6/2022,-0.27301444,-2.055664063,-0.143303599
3/7/2022,0.524898753,0.304102896,0.06054911
3/9/2022,-0.81249578,0.69582505,-1.192567183
3/10/2022,0.022691173,-0.952615992,2.080665558
3/13/2022,3.516333938,5.347087258,3.937434259
3/14/2022,1.249178172,3.192999054,0.005247435
3/15/2022,-0.322510823,-0.297960119,-0.6424023
3/16/2022,-0.197607001,-1.195402299,-0.741238113
3/20/2022,-0.369886858,-0.637505817,-0.560175121
3/21/2022,0,-0.669695125,0.687538696
3/22/2022,1.57239572,-0.372465818,0.612244123
3/23/2022,-0.817028596,-0.477970754,-0.767344475
3/24/2022,-0.888792543,-0.475511175,-0.634513907
3/27/2022,-0.10936133,-1.003344482,-1.58551003
3/28/2022,-0.394131815,-1.592664093,-1.181853878
3/29/2022,-0.637502748,-0.436488475,-0.560619711
3/30/2022,1.039823009,-1.531944239,1.609048972
3/31/2022,1.180205824,1.045522761,-0.932541614
4/3/2022,-2.248479733,-0.73270954,-1.214086389
4/4/2022,0.420633164,-0.403969877,-0.634198161
4/5/2022,-2.226631393,-0.75112669,-1.818240059
4/6/2022,0.202931229,-1.463168517,-0.950629267
4/7/2022,0.180018002,-0.665642601,1.464127638
4/11/2022,0.965858041,1.288659794,-1.809837236
4/12/2022,-1.668520578,-0.860050891,-1.433642875
4/13/2022,0.341628959,-1.185770751,1.267075329
4/17/2022,0.471240784,1.818181818,-1.225551084
4/18/2022,-1.05475763,-1.428571429,-1.750892842
4/19/2022,0.821047857,-1.863354037,0.570424128
4/20/2022,0.137226671,-0.52742616,-1.558178208
4/21/2022,-0.703165367,-0.996818664,0.212884237
4/24/2022,2.058823529,0.765852614,4.105011933
4/25/2022,1.507426291,1.83364337,-1.441606669
4/26/2022,-0.960908495,-1.722338205,-0.62950281
4/27/2022,-1.256890849,-0.48858205,0.218474139
4/28/2022,0.937918714,0.010673498,-0.840428084
5/2/2022,-1.747787611,-1.067235859,-2.069433834
5/4/2022,-0.112587255,-1.618122977,-1.376417155
5/5/2022,-1.46528404,-0.493421053,-1.628524221
5/8/2022,-1.258293297,-1.377410468,0.801833272
5/9/2022,1.610287303,0.335195531,0.543745596
5/10/2022,1.653175237,0.723830735,1.94636907
5/11/2022,5.856886496,2.432283029,2.423692175
5/12/2022,3.155262656,1.511063141,-0.786809958
5/17/2022,-3.348397699,-2.02020202,-3.612120387
5/18/2022,-0.276301807,-1.068909387,0.392845793
5/19/2022,1.896845695,0.093237536,-1.033670122
5/20/2022,-0.669316043,-0.547945205,-0.702826857
5/23/2022,-1.642451042,1.32231405,-1.530587135
5/24/2022,1.691286662,-2.011963023,0.741067209
5/25/2022,1.530526316,0.610432852,0.648568684
5/26/2022,-0.387749601,0.110314396,0.359836348
5/27/2022,-0.185262281,-1.046831956,-0.706376139
5/30/2022,-0.731997247,-0.779510022,-2.027628632
5/31/2022,-1.197478992,-1.515151515,-1.871307988
6/1/2022,-0.089304699,-0.341880342,-0.337243676
6/2/2022,0.321358645,-0.405946255,-0.856052677
6/3/2022,-1.209189843,-1.550031575,-1.598602584
6/6/2022,1.030728596,-0.962155228,-0.62154231
6/7/2022,0.063763311,-0.906735751,-2.204978265
6/8/2022,1.085409631,0,2.980353722
6/9/2022,0.651397352,1.604278075,-0.845013555
6/10/2022,-1.983298539,-0.877192982,-0.712602891
6/13/2022,-0.319488818,-0.01179941,-0.772400594
6/14/2022,-0.683760684,-0.873259382,-1.775293504
6/15/2022,-1.032702238,-1.904761905,-1.497299951
6/16/2022,-0.02173913,0,0.639248971
6/17/2022,1.217656012,0.242718447,-0.382022699
6/19/2022,-0.880773362,-1.059322034,-1.890553825
6/20/2022,-1.387082792,-1.682471704,-2.548976015
6/21/2022,0.153846154,-1.555693839,1.989059905
6/22/2022,0.438885232,-0.259165613,-1.496644644
6/23/2022,-0.720996286,-3.352557196,-2.389716561
6/24/2022,-0.726232394,-3.213114754,0.745558032
6/26/2022,3.455996453,3.658536585,5.097580099
6/27/2022,0.773532752,3.594771242,-1.21871455
6/28/2022,-0.637890708,-1.640378549,-0.611443617
6/29/2022,1.797560454,0.641436818,2.154779812
6/30/2022,2.37544671,4.206500956,3.817680656
7/1/2022,0.800821355,3.914373089,-0.435307513
7/3/2022,1.344469342,2.766333137,2.839651612
7/4/2022,1.708542714,3.654066438,-0.4653994
7/5/2022,-4.051383399,-2.746159797,-2.218937048
7/6/2022,-0.492276004,-1.937389921,0.656459453
7/7/2022,2.08648134,0.23174971,-0.81216486
7/8/2022,-2.532492549,-3.323699422,-1.711619281
7/11/2022,-3.890160183,-2.959641256,-3.864760968
7/12/2022,-1.212121212,-1.916204559,0.609205423
7/13/2022,1.796669588,1.137006093,3.089327965
7/14/2022,4.8213517,2.465838509,0.740379098
7/15/2022,-2.977412731,-0.169727829,0.396196909
7/17/2022,1.375661376,0.552553282,0.096045704
7/18/2022,-0.104384134,0.362318841,0.896892199
7/19/2022,2.154649948,0.902527076,0.801210192
7/20/2022,0.214807389,0.53667263,0.239527983
7/21/2022,-0.318458335,0.877817319,-0.286259077
7/22/2022,-0.980954331,-0.576199436,-1.333189874
7/24/2022,0.514984178,1.360141928,3.026082302
7/25/2022,5.226337449,2.613768961,2.619665049
7/26/2022,0.03910833,0.096656811,-2.100367564
7/27/2022,0.469116497,-2.130076683,1.141196077
7/28/2022,4.610894942,1.276842716,0.732958016
7/29/2022,-0.066951832,0,0.613404654
7/31/2022,-0.156325604,0.458452722,2.549847701
8/1/2022,0.72693383,1.397604107,0.052389413
8/2/2022,2.51665433,-1.322081575,-0.126124075
8/3/2022,4.368231047,-0.678449259,-0.306362492
8/4/2022,-2.109996541,-0.740485621,-1.76516856
8/5/2022,-2.826855124,-3.597039093,-1.611146283
8/7/2022,0.905454545,-2.219556089,0.485912328
8/8/2022,-0.8829147,-0.552147239,-0.831991412
8/9/2022,-1.759744037,-1.591610117,-2.156541557
8/10/2022,-1.92450037,-1.140922768,-0.148005804
8/11/2022,1.094339623,1.077996195,-0.960304809
8/14/2022,-0.578574095,-0.439146801,-1.369533642
8/15/2022,0.709592641,0.088216761,2.780085671
8/16/2022,1.802490307,1.108033241,-1.201903296
8/17/2022,-1.237755195,-0.747198007,-0.017637894
8/18/2022,0.632195628,0.376411543,1.350516979
8/21/2022,0.921149595,0.9375,-0.372777117
8/22/2022,-0.967506389,-0.866873065,-0.35864211
8/23/2022,0.184331797,-0.062460962,0.087182684
8/24/2022,-0.09199632,0.625,0.141122655
8/25/2022,-0.001841621,-0.068322981,-0.889763588
8/26/2022,-1.489898525,-0.739635776,-0.829598831
8/28/2022,-0.803888577,-0.444583594,-1.649345898
8/29/2022,-0.359969845,-0.622680672,0.189015011
8/30/2022,0.58824642,-0.126582278,0.109883493
8/31/2022,-0.660022565,0.348542459,-1.094120418
9/2/2022,-0.734445096,-0.78939059,-0.139861557
9/4/2022,0.28412883,-0.260980267,0.33897961
9/5/2022,0.057045066,-0.440359946,-0.216962525
9/6/2022,-0.781071836,-0.512820513,-1.075514062
9/7/2022,-0.304545193,-1.159793814,-0.61020909
9/8/2022,-1.075888569,-0.717079531,-0.110316102
9/11/2022,-0.174791222,-0.065659882,-0.591410612
9/12/2022,-0.488326848,-0.834428384,-0.702909234
9/13/2022,0.6666797,0.907705559,1.114108556
9/14/2022,2.52476209,3.479973736,2.452366795
9/15/2022,-0.170486835,1.002538071,-2.876637665
9/16/2022,-4.060721063,-3.197637894,-0.732665447
9/18/2022,0.771360759,0.116814848,-1.778180257
9/20/2022,-2.158979392,-1.588124716,-2.068311297
9/21/2022,0.862587763,0,0.60949064
9/22/2022,-0.755767701,0.447898828,-0.532237127
9/25/2022,-1.122244489,-1.31147541,-1.295841128
9/27/2022,-0.476286988,1.395348837,0.877072166
9/28/2022,1.272782812,1.179554391,0.350072363
9/29/2022,1.860044239,0.323834197,0.887094141
10/9/2022,2.558483861,2.627501614,2.406999827
10/10/2022,0.055821832,1.711014657,-1.430693539
10/11/2022,-1.596767988,-1.787370895,-0.858263593
10/12/2022,0.449657869,-0.23929471,0.610189957
10/13/2022,0.934215648,0.618608762,0.222343663
10/16/2022,-0.501349788,-0.376411543,-0.518007302
10/17/2022,-0.676356589,0.283375315,-0.140251701
10/19/2022,-0.87998283,-0.156985871,-0.689866708
10/20/2022,-1.515748031,0.125786164,-0.074234223
10/23/2022,1.716969818,0.904522613,0.778140488
10/31/2022,1.279254849,1.344621514,0.881360675
11/1/2022,1.897555297,1.511056511,2.99220746
11/2/2022,0.575040938,0.99237565,0.379601962
11/3/2022,-0.263157895,-0.826842421,-0.832688438
11/6/2022,2.427820277,-0.066457226,2.247471594
11/7/2022,2.390659748,1.203071157,-0.326657712
11/8/2022,-0.904977376,-0.716845878,-0.131703881
11/9/2022,-1.461187215,1.630565584,-2.000654276
11/10/2022,-1.019462465,-2.255639098,-1.22677627
11/13/2022,-1.91011236,-1.150817686,-0.556582352
11/15/2022,1.851851852,0.551470588,-0.346031663
11/16/2022,0.281162137,-0.365630713,0.706058403
11/17/2022,-3.248598131,0.917431193,1.337860888
11/22/2022,0.363200804,1.054545455,-0.368127301
11/23/2022,-1.116458133,-0.6177282,-0.399543971
11/24/2022,0.077866459,-0.30776658,0.601459945
11/27/2022,2.801011476,3.389830508,1.677225828
11/28/2022,-0.283822138,3.044496487,-0.794006043
11/29/2022,-0.834914611,-0.755681818,0.152791522
11/30/2022,-0.038270188,0.395030629,-0.179179359
12/1/2022,1.301684533,1.505474453,0.574916019
12/4/2022,0.22675737,1.646067416,0.110144514
12/5/2022,-0.933257919,-2.669540706,-1.245912328
12/6/2022,-0.84879627,0.834752981,-0.251707277
12/7/2022,0.001919423,-0.377315988,-0.858377976
12/11/2022,0.153550864,-2.611644997,-1.667466411
12/12/2022,0.699501725,-4.359182726,0.899586805
12/13/2022,-0.656580074,-1.584026218,-0.135101747
12/14/2022,-0.478927203,0.209669462,-0.137916513
12/15/2022,-0.866217517,-0.4,-0.763278301
12/18/2022,-1.126213592,-0.957676861,-1.462870498
12/19/2022,-4.848782404,-0.561447286,0.206462325
12/20/2022,-4.625291532,0.627352572,0.764972645
12/21/2022,-0.664358364,0.748129676,-0.314450299
12/22/2022,-0.596910877,-0.303217822,-0.000535556
12/26/2022,0.352845778,2.476568804,3.046256179
12/27/2022,2.205721773,2.604482132,3.111081082
12/28/2022,-2.158119658,-1.233766234,-0.594773054
12/29/2022,2.452500546,0.358615743,2.884161955
1/1/2023,-15.16210858,2.138050146,0.849174236
1/2/2023,-1.155778894,-13.93586006,0.858639665
1/3/2023,0.381291307,0.609756098,-0.134216481
1/4/2023,0.506457331,-0.336700337,3.1430429
1/5/2023,2.035777274,-0.540540541,0.850957739
1/8/2023,-1.353153242,-0.985054348,0.964583732
1/9/2023,-0.926157697,-0.830188679,2.178221481
1/10/2023,-0.707427994,0.525806005,-0.964842478
1/12/2023,-0.458015267,-0.399174123,-1.873156746
1/17/2023,-1.917177914,-0.912106136,1.522292371
1/18/2023,0.677612718,-0.906555091,-0.412903108
1/19/2023,-1.164897748,-0.703729768,0.262758272
1/23/2023,0.314300681,1.984408221,-0.629242568
1/24/2023,-0.600522193,-1.042390549,0.376426031
1/25/2023,2.915681639,0.280898876,0.477165535
1/26/2023,0.306278714,-0.574229692,-0.018776161
1/29/2023,-2.442748092,-0.683194816,-0.672404395
1/30/2023,-0.991131977,-1.106304517,-1.898059976
1/31/2023,-1.606954689,-0.466116888,-0.737530378
2/1/2023,0.058902276,-0.504322767,0.23535763
2/2/2023,0.262228406,-0.101375815,-1.044575154
2/5/2023,-1.254336803,-0.260945202,0.073524497
2/6/2023,-0.078378378,-0.944767442,0.220411435
2/7/2023,1.05217603,0.462215701,3.648307707
2/8/2023,1.87366167,1.562842328,-0.328841614
2/9/2023,-0.977404099,-1.200834112,0.573685132
2/12/2023,-2.143918489,-0.291120815,-2.784255692
2/14/2023,-1.271691974,-0.948905109,-0.772906789
2/15/2023,0.186756749,0.117907148,-0.660188272
2/16/2023,-0.899147455,-1.001030473,-1.011206946
2/20/2023,-2.271029847,-1.026022305,-1.139870847
2/22/2023,-3.849419757,1.690204327,1.640113152
2/23/2023,-7.577274065,-0.716554628,-2.775454484
2/26/2023,-6.421200153,-1.636904762,0.224953526
2/27/2023,4.295439074,0.839636914,-0.18005219
2/28/2023,-1.801448992,-0.600105018,-0.178400229
3/1/2023,-1.326021934,-0.837672628,-1.209942919
3/2/2023,-3.842915362,-0.98934551,-1.326491238
3/5/2023,-2.486865149,-1.229823213,-1.562706321
3/7/2023,-0.862068966,-0.46692607,0.743454147
3/9/2023,1.413043478,0.852228303,2.562658118
3/12/2023,0.067881386,-0.14729824,-1.338692765
3/13/2023,-2.709843265,-2.236024845,-1.249057387
3/14/2023,-0.073394495,-0.174714104,0.094812962
3/15/2023,-2.864487697,-0.875099443,-0.739352606
3/16/2023,-0.533081285,-1.444622793,-0.273906181
3/19/2023,-2.73290509,0.16286645,-0.357418107
3/20/2023,-0.117233294,-0.796747967,1.176287375
3/22/2023,1.604068858,0.794951647,-0.80910798
3/23/2023,-1.116673084,-1.211480608,-0.938814146
3/26/2023,-3.309968847,-1.111111111,-1.401986278
3/27/2023,-6.480064438,-0.699126092,0.9378856
3/28/2023,4.129882434,1.793646802,0.651101784
3/29/2023,2.191894127,-0.45286126,0.052647766
3/30/2023,-0.254957507,0.297766749,-0.566316908
4/2/2023,0.267781069,-0.626752433,-1.048439915
4/3/2023,-1.226075345,-1.493775934,-0.882687776
4/4/2023,0.327734535,-0.49705139,-0.277795585
4/5/2023,-0.41241323,0.160866988,0.449461075
4/6/2023,0.168108574,0.422654269,-0.441583514
4/9/2023,-0.900532133,-1.675084175,-1.516506945
4/10/2023,-0.54109872,-0.265388237,0.301335886
4/11/2023,-0.498359566,0.927038627,1.48100346
4/12/2023,4.970992112,4.516074162,4.928045828
4/13/2023,3.009940358,2.026202295,-1.480991062
4/16/2023,-3.114988227,-0.861381401,-0.14422555
4/17/2023,-1.274900398,-0.241351569,-1.223287501
4/18/2023,-1.372074253,-1.290322581,-0.160897251
4/19/2023,1.022913257,0.547385621,0.794759
4/20/2023,0.409072499,0.755667506,-0.818698831
4/23/2023,-1.419870114,-0.911290323,-0.987187566
4/24/2023,-0.061377307,-1.114999593,0.144251167
4/25/2023,0.147396004,-0.658436214,0.919335706
4/26/2023,0.36794767,0.538525269,-0.717853994
4/27/2023,-1.270875764,-0.824062629,-0.118921776
4/30/2023,-0.981929202,-0.457000415,-1.010186533
5/2/2023,0.208333333,-0.409015025,-0.227727112
5/3/2023,0.415800416,0.159249015,-0.491320189
5/4/2023,-1.035196687,0,0.673045342
5/7/2023,0.707112971,-0.158995816,-1.022607542
5/8/2023,-1.113465453,-0.595088425,-0.914293125
5/9/2023,0.840300828,0.65767285,0.581886797
